UDI,Product ID,Type,Cooling temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Lubricant pressure [bar],Tool wear [min],TWF,HDF,PWF,OSF,RNF,Air temperature [K]
6368,L53547,L,243.1938352,309.6,1571,33.1,1.979330508,65,0,0,0,0,0,300
8747,L55926,L,217.7871231,308.5,1528,44.5,8.252160722,140,0,0,0,0,0,297.3
248,L47427,L,313.0521643,308.2,1469,45.5,9.169929966,214,0,0,0,0,0,298
9227,L56406,L,355.2360455,309.1,1822,23.5,1.755152525,122,0,0,0,0,0,298
1983,M16842,M,303.5698635,307.7,1487,41.3,5.54532424,160,0,0,0,0,0,298
2836,L50015,L,216.9137648,309.2,1572,32,9.494999457,173,0,0,0,0,0,300.3
5376,L52555,L,140.3955652,312.3,1530,,5.694164865,185,0,0,0,0,0,302.9
200,L47379,L,186.3305297,308.6,1433,47.1,6.308802732,101,0,0,0,0,0,298.4
486,M15345,M,214.2297083,309,1685,30.7,1.944482007,177,0,0,0,0,0,297.4
6084,L53263,L,176.5259314,310.7,1389,50,8.165461704,214,0,0,0,0,0,300.9
8957,L56136,L,378.0004849,308.1,1348,57.4,6.126851409,66,0,0,0,0,0,
456,L47635,L,121.4533139,308.7,1429,57.4,5.019397347,96,0,0,0,0,0,297.4
9799,L56978,L,312.0471298,309.3,1471,44.7,4.248357736,119,0,0,0,0,0,298.5
8827,M23686,M,203.7631598,308.8,1485,47.9,7.009312723,143,0,0,0,0,0,297.2
6516,L53695,L,275.5294351,310,1480,43.5,1.234782565,21,0,0,0,0,0,301
1722,L48901,L,101.6063569,307.7,1688,32.4,2.981249089,91,0,0,0,0,0,298.2
7051,L54230,L,379.2746994,310.4,1457,47.7,4.856263995,120,0,0,0,0,0,300.6
6383,L53562,L,333.5751293,309.8,1481,41.9,7.258199376,106,0,0,0,0,0,300.2
8166,L55345,L,355.9666293,311,1552,33.2,1.833568113,139,0,0,0,0,0,299.6
5768,M20627,M,232.9848492,311.2,1415,46.5,4.431663754,82,0,0,0,0,0,301.6
5810,H35223,H,331.666361,311,1580,36.6,5.519004063,184,0,0,0,0,0,301.3
4627,L51806,L,236.8952117,311.2,1664,29.8,2.212292597,186,0,0,0,0,0,303
863,H30276,H,338.0698464,306.8,1645,31,1.041928724,41,0,0,0,0,0,296.1
2095,L49274,L,359.2826669,309.3,1377,43.6,8.946553031,28,0,0,0,0,0,299.4
948,L48127,L,120.5071247,306.2,1428,44.5,8.264858489,51,,0,0,0,0,295.6
5642,L52821,L,158.1041389,312.1,1473,37.3,9.028100245,184,0,0,0,0,0,302.6
1445,L48624,L,360.3533226,310.2,1477,37.9,4.970668875,60,0,0,0,0,0,299
1281,H30694,H,368.9055584,309.5,1521,37.1,8.706745427,84,0,0,0,0,0,298.3
3111,H32524,H,171.5734533,309.2,1525,,8.872746304,0,0,0,0,0,0,299.9
8953,M23812,M,312.8750451,308,1478,42.5,5.302050921,56,0,0,0,0,0,297.2
7610,L54789,L,193.3897285,311.3,1490,41.8,2.043866109,39,0,0,0,0,0,300.5
5136,L52315,L,375.5106677,313.3,1883,24.5,9.883964764,190,0,0,0,0,0,304.1
3017,L50196,L,398.7789811,309.8,1441,48.8,2.401983389,200,0,0,0,0,0,300.5
2303,L49482,L,239.1239421,308.5,1515,39.8,3.349573406,141,0,0,0,0,0,
2005,L49184,L,359.722323,308.2,1451,47.5,2.660733543,18,0,0,0,0,,298.5
4581,L51760,L,358.4281099,311.2,1494,37,5.013791397,67,0,0,0,0,0,303
8705,L55884,L,366.4315344,308.5,1425,40,1.372768598,35,0,0,0,0,0,
1006,L48185,L,167.8378234,307.2,1382,52,2.843468513,201,0,0,0,0,0,296.2
5139,M19998,M,326.1833645,313.6,1489,40.3,2.155661086,196,0,0,0,0,0,304.3
4318,M19177,M,330.507604,310,1417,44.6,6.317259051,49,0,0,0,0,0,
6559,M21418,M,245.0148868,310.6,1447,41.9,6.569367206,140,0,0,0,0,0,301.5
4388,L51567,L,234.9571844,309.8,1532,39.4,1.2818157,2,0,0,0,0,,302
2133,L49312,L,136.1499497,309,1660,28.4,5.623921815,139,0,0,0,0,,299.4
4266,L51445,L,200.5527591,311,1424,38,7.609271877,144,0,0,0,0,0,302.6
2058,L49237,L,323.4780439,309.3,1520,42.3,8.444005071,149,,0,0,0,0,299.5
5387,L52566,L,319.0093034,312.2,1469,42,2.344474625,214,0,0,0,0,0,302.9
230,L47409,L,361.8091171,308.5,1538,32.2,6.793932575,173,0,0,0,0,0,
2890,M17749,M,119.9662687,309.7,1523,38.2,9.771640786,73,0,0,0,0,0,300.7
4473,L51652,L,389.0632883,310.6,1501,48.7,8.511449336,4,0,0,0,0,0,302.7
6065,L53244,L,182.7291716,311.1,1889,23.8,3.614910567,170,0,0,0,0,0,301.1
7925,H37338,H,393.2864013,311.9,1389,46.5,2.818705257,186,0,0,0,0,0,300.7
7650,H37063,H,297.5103587,311.5,1662,29,7.847664505,137,0,0,0,0,0,300.4
8382,H37795,H,234.6235391,310,1530,,3.467305568,53,0,0,0,0,0,298.8
210,L47389,L,279.4675179,308.6,1477,44,3.834928647,124,0,0,0,0,0,298.4
2759,M17618,M,164.3650979,309.2,1412,45.3,5.673855209,205,0,0,0,0,0,299.7
8472,L55651,L,289.7127092,309.8,1332,46.4,4.859654871,76,0,0,0,0,0,298.6
2949,L50128,L,320.226165,309.5,1850,24.5,8.312637811,19,0,0,0,0,0,300.7
7117,L54296,L,223.9459105,310.5,1601,33.2,4.651135103,77,0,0,0,0,0,301
6331,M21190,M,383.1218008,310,1580,37,4.904882424,181,0,0,0,0,0,300.5
1729,L48908,L,238.6774016,307.7,1465,49.4,8.414248248,109,0,0,0,0,0,298.3
4177,M19036,M,132.9712675,310.7,1544,39.7,4.104827133,141,0,0,0,0,0,302.3
338,L47517,L,272.0643874,308.3,1742,27.7,7.746558178,13,0,0,0,0,0,297.6
4985,L52164,L,157.5419661,313.1,1256,58.7,8.266915224,213,0,0,0,1,0,303.8
6879,H36292,H,157.6108368,311.2,1518,35,7.265649769,90,0,0,0,0,0,300.9
7249,L54428,L,389.2760945,310.1,1762,,6.9627948,202,0,0,0,0,0,300
8453,M23312,M,260.6725592,310,1512,37.5,6.340194822,27,0,0,0,0,0,298.6
1227,L48406,L,155.3573267,308.4,1488,42.5,2.489882359,146,0,0,0,0,0,297.1
7609,L54788,L,280.9129369,311.4,1642,27.1,3.721180784,37,0,0,0,0,0,300.5
6828,M21687,M,383.561127,310.9,1515,41.8,2.876654604,170,0,0,0,0,0,301
3541,L50720,L,291.6000227,310.9,1574,31.4,2.089546758,27,0,0,0,0,0,301.9
5869,L53048,L,159.3678916,311.1,1731,27.9,2.981199672,101,,0,0,0,0,
2112,L49291,L,296.9631262,309,1436,,7.563054412,75,0,0,0,0,0,299.4
2692,L49871,L,214.0519612,309.6,1431,47.7,2.484328459,39,0,0,0,0,0,300
7154,L54333,L,310.9331691,310,1493,47.3,3.338345433,172,0,0,0,0,0,
3708,M18567,M,164.2901912,311.3,1497,38.4,3.650098905,28,0,0,0,0,0,302.1
1018,L48197,L,186.9852616,307.2,1637,31.6,3.690500089,27,,0,0,0,0,296.3
8512,L55691,L,322.6549454,309.7,1457,44.2,7.005287467,175,0,0,0,0,0,298.4
2808,M17667,M,299.6398175,309.3,1452,41.9,7.687175856,106,0,0,0,0,0,299.9
5016,L52195,L,364.0368116,313,1759,28.4,9.9939949,74,0,0,0,0,0,303.9
1929,L49108,L,340.4322654,307.8,1623,29.9,8.172237886,24,0,0,0,0,0,298
351,H29764,H,316.9348684,308.3,1400,44.3,4.039156924,43,0,0,0,0,0,297.6
5174,M20033,M,297.0618765,313.5,1739,28.1,6.140640848,80,0,0,0,0,0,304.2
4193,M19052,M,296.7154527,311,1463,43.1,4.79708782,181,0,0,0,0,0,302.5
1935,L49114,L,299.2422583,307.9,1698,33.3,3.723420636,40,0,0,0,0,0,298.1
6902,L54081,L,268.6440796,311.7,1547,,7.183642853,152,0,0,0,0,0,301
4824,L52003,L,222.9089996,311.9,1493,38.7,6.311307446,14,0,0,0,0,0,303.5
565,H29978,H,344.3164442,309.6,1669,32.1,6.642405547,155,0,0,0,0,0,297.6
1583,H30996,H,295.3456108,308.3,1530,42,7.428961493,184,0,0,0,0,0,298.1
4695,L51874,L,270.4522998,311.5,1424,50.8,9.019366286,128,0,0,0,0,0,303.4
2176,M17035,M,305.9599731,309.2,1590,35.9,2.180452642,22,0,0,0,0,0,299.5
7029,M21888,M,397.1456665,310.6,1403,,8.831529351,64,,0,0,0,0,300.6
4881,M19740,M,279.4402941,312.6,1527,41.9,7.449298836,159,0,0,0,0,0,303.8
2229,H31642,H,248.5283391,308.6,1542,41.8,5.841259356,166,0,0,0,0,0,299.4
1116,M15975,M,350.3863544,307.3,2077,19.1,2.065691946,80,0,0,0,0,0,296.4
3127,L50306,L,322.0125916,309.4,1499,35.7,4.206468649,46,0,0,0,0,0,300
3545,M18404,M,373.4044252,310.9,1483,37,4.633012059,35,0,0,0,0,0,301.9
5049,H34462,H,276.8789283,313.2,1271,68.6,1.394828593,161,0,0,1,0,0,304
7477,L54656,L,128.8833445,311.5,1492,41.8,7.540699837,128,0,0,0,0,0,300.2
822,L48001,L,136.470782,307.6,1474,41.7,8.219051038,148,0,0,0,0,0,
6533,H35946,H,245.1688809,310.6,1352,52,4.399939274,69,0,0,0,0,0,301.2
2273,M17132,M,134.6396923,308.6,1448,52.1,6.720484631,71,0,0,0,0,0,299.3
5546,H34959,H,303.4906929,311.6,1357,44.2,2.953143879,142,0,0,0,0,0,302.2
82,L47261,L,155.4529111,308.9,1450,47.5,3.146348615,9,0,0,0,0,0,298.9
1324,L48503,L,230.1939642,310.1,1361,51.7,4.264239733,192,0,0,0,0,0,298.9
9406,M24265,M,335.2609202,308.1,1469,48.8,2.740950287,183,0,0,0,0,0,297.7
1615,M16474,M,153.2129325,307.9,1802,25.8,1.274467291,43,0,0,0,0,0,297.8
832,M15691,M,152.0505316,307.4,1544,42.3,1.939589075,170,0,0,0,0,0,296.6
3884,M18743,M,326.0178264,311.4,1534,40.1,5.593475957,41,0,0,0,0,0,302.4
8642,M23501,M,192.8187165,308.5,1360,48.6,8.516991699,77,0,0,0,0,0,297.6
4465,L51644,L,354.8549874,310.6,1671,30.5,3.953566644,201,0,0,0,0,0,302.8
5340,M20199,M,109.2475112,312.7,1594,32.8,5.951989818,79,0,0,0,0,0,303.4
8067,L55246,L,179.3884503,311.9,1868,21.3,6.289588149,92,0,0,0,0,0,300.4
1650,H31063,H,376.3564322,307.9,1482,37.8,9.349553579,132,0,0,0,0,0,298
4066,M18925,M,255.8655133,310.7,1511,37.6,2.206061267,70,0,0,0,0,0,301.9
9666,L56845,L,350.6527139,310.3,1610,33.3,9.167214619,233,,0,0,0,0,299.2
3039,L50218,L,108.1282225,309.5,1349,50.4,7.448427257,30,0,0,0,0,0,300.4
3321,L50500,L,374.4806491,310.5,2289,16.4,3.078427675,112,0,0,0,0,0,301.5
7144,H36557,H,352.8298457,309.7,1582,30.8,8.140882436,144,0,0,0,0,0,300.3
6890,H36303,H,334.6391299,311.4,1387,42.7,7.341783303,121,0,0,0,0,0,300.9
5093,M19952,M,120.5695673,313.2,1608,40.6,1.553037086,79,0,0,0,0,0,303.9
3721,M18580,M,169.6267856,311.4,1508,41.2,9.820117976,60,0,0,0,0,0,302.4
2424,M17283,M,315.1745625,308.2,2022,20,6.479753937,23,0,0,0,0,0,298.9
750,L47929,L,239.2513238,308,1978,22.3,8.389542206,208,0,0,0,0,0,296.6
5272,L52451,L,335.1673534,313,1534,39.7,7.828883259,115,0,0,0,0,0,303.6
2374,L49553,L,363.2135218,308.4,1350,51.3,4.602520015,96,0,0,0,0,0,299.2
4694,M19553,M,247.4731263,311.5,1817,24.7,1.346512065,125,0,0,0,0,0,303.4
9880,M24739,M,279.5745672,309.8,1490,38.6,5.371176889,127,0,0,0,0,0,298.8
8371,L55550,L,251.4656731,309.8,1634,,7.081120302,27,0,0,0,0,0,298.8
7320,L54499,L,155.5652906,310.2,1654,32.7,4.759605821,159,0,0,0,0,0,299.8
4369,L51548,L,229.5381879,310,1664,28.6,7.897712419,190,0,0,0,0,0,302
6786,L53965,L,112.17416,310.6,1389,45.3,6.127901596,64,0,0,0,0,0,301.2
7402,L54581,L,230.0451601,310.8,1409,51.9,8.789414721,154,0,0,0,0,0,299.8
1140,M15999,M,293.7157033,307.9,1569,33.3,3.801399178,141,0,0,0,0,0,297
7632,L54811,L,107.5556782,311.6,1444,49.3,5.995801125,92,,0,0,0,0,300.5
2232,L49411,L,327.3384742,308.6,1415,56.4,3.953854546,175,0,0,0,0,0,299.4
2165,L49344,L,257.0048824,309.2,1540,36.7,4.28926803,221,0,0,0,0,0,299.6
5218,M20077,M,129.8574943,312.8,1420,,6.214799658,200,0,0,0,0,0,303.8
9445,L56624,L,195.7439502,308.9,2136,15.9,3.815054816,78,0,0,0,0,0,298.1
9238,M24097,M,360.4054652,308.8,1811,,2.558822705,147,0,0,0,0,0,298.1
4562,L51741,,345.8017384,310.8,1610,32.2,2.655727148,17,0,0,0,0,0,302.9
1571,L48750,L,309.1859753,308.4,1452,43.5,2.055927688,158,0,0,0,0,0,298.2
173,M15032,M,291.1243503,308,1924,,1.84957037,29,0,0,0,0,0,298.1
7164,M22023,M,367.4074111,310.1,1501,39.3,9.361158814,195,0,0,0,0,0,300.1
2088,L49267,L,263.1627384,309.3,1577,36.6,2.181989366,14,0,0,0,0,0,299.5
4668,H34081,H,188.9884344,311.4,1651,30.6,7.200502705,50,0,0,0,0,0,303.3
4566,H33979,H,123.6139491,310.8,1275,55,1.142096647,25,0,1,0,0,0,302.7
7090,L54269,L,382.5974249,310.2,1622,34.1,2.031381435,3,0,0,0,0,0,
6570,M21429,M,116.8923644,310.7,1375,42,2.933243886,168,0,0,0,0,0,301.4
4784,L51963,L,233.094326,312.5,1641,36,9.088154717,125,,0,0,0,0,303.7
2685,L49864,L,272.2541388,309.4,1460,37.4,9.660989583,25,0,0,0,0,0,299.8
1833,M16692,M,218.8897333,307.4,1330,51.7,6.596645157,183,0,0,0,0,0,297.8
8547,L55726,L,317.318535,309.3,1716,28.4,7.949735244,66,0,0,0,0,0,298.4
5066,L52245,L,318.4063412,313,1566,37.2,5.863530746,7,0,0,0,0,0,304.1
9131,L56310,L,243.9948279,308.6,1576,32.7,6.735037561,83,0,0,0,0,0,297.6
9356,L56535,L,299.8214946,308.9,1708,28,9.427437386,42,0,0,0,0,0,298.3
4413,L51592,L,375.2265807,310.5,1450,43.2,6.085830641,68,0,0,0,0,0,302.6
7208,M22067,M,191.030195,309.6,1540,34.4,7.150261325,91,0,0,0,0,0,299.7
9891,L57070,L,301.8992012,309.5,1645,32.8,7.711078727,157,0,0,0,0,0,298.8
835,H30248,H,397.3158245,307.4,1333,50.2,6.43423219,177,0,0,0,0,0,296.6
6822,M21681,M,341.8739039,310.6,1545,37.5,2.715685894,155,0,0,0,0,0,300.8
3782,L50961,L,255.5730852,310.8,1465,43.8,9.011472118,7,,0,0,0,0,
9013,L56192,L,122.3937649,308,1705,26,3.3503497,200,0,0,0,0,0,297.2
7500,L54679,L,153.4852143,311.8,1746,26.3,5.847619354,187,0,0,0,0,0,300.3
3425,L50604,L,245.6030714,310.5,1593,32.9,9.376448579,155,0,0,0,0,0,301.5
66,L47245,L,288.030537,309.1,1394,45.1,8.381360083,179,0,0,0,0,0,299
2964,M17823,M,311.7422344,309.6,1439,43,6.18703901,61,0,0,0,0,0,300.7
5670,M20529,M,265.2310304,311.5,1479,39.5,3.725147431,36,0,0,0,0,0,302.2
8963,L56142,L,361.136789,307.9,1628,30.2,3.841505439,80,0,0,0,0,0,297.3
355,L47534,L,345.4390851,308.3,1658,34.3,7.721302404,59,0,0,0,0,0,297.6
8172,H37585,H,231.4375484,311.4,1641,34.5,9.838012464,155,0,0,0,0,0,300
4031,L51210,L,159.466084,310.8,2143,17.3,9.601973026,227,,0,0,0,0,302
8535,M23394,M,191.9447181,309.5,1404,43.3,5.362782997,33,0,0,0,0,0,298.6
3652,L50831,L,102.693524,311.5,1444,44.9,6.979380971,97,0,0,0,0,0,302.1
6740,L53919,L,183.8787962,311.2,1482,43.6,4.913472991,154,0,0,0,0,0,
3298,L50477,L,102.8779401,310.3,1548,38.6,7.871095592,59,0,0,0,0,0,301.2
4128,H33541,H,195.1798253,310.6,1438,43.2,8.520449567,12,0,0,0,0,0,302
8044,L55223,L,325.1731576,311.9,1486,35.8,9.776204922,32,0,0,0,0,0,300.7
4768,L51947,L,127.8207365,311.9,1473,,1.019574418,84,0,0,0,0,0,303.6
473,M15332,M,100.6425559,309,1497,41.8,4.028178551,144,0,0,0,0,0,
3762,M18621,M,182.7974054,311,1490,37.1,1.842518994,168,0,0,0,0,0,302.4
8618,L55797,L,338.6276967,308.6,1529,45.3,5.927463347,15,0,0,0,0,0,297.6
3567,L50746,L,211.6992757,310.6,1295,62.3,3.382530923,91,0,0,0,0,0,301.8
2761,L49940,L,387.3461854,309.2,1400,42.6,8.640528659,210,0,0,0,0,0,299.8
869,M15728,M,298.4416466,306.5,1514,37.7,6.503982909,60,0,0,0,0,0,295.8
9383,L56562,L,371.9924349,308.2,1610,33.6,6.067461955,115,0,0,0,0,0,297.5
8689,L55868,L,158.9998192,308.5,1483,46.9,3.471047766,203,0,0,0,0,0,297.1
4053,M18912,,180.1246981,310.8,1563,39.2,3.464082168,39,0,0,0,0,0,301.9
6131,L53310,L,198.9535912,310.9,1473,44.2,2.931820799,116,0,0,0,0,0,301
3245,M18104,M,121.3399537,309.6,1397,48,4.225851904,135,0,0,0,0,0,301
4843,M19702,M,371.5903341,311.8,1489,49.4,3.755304256,64,0,0,0,0,0,303.3
9331,M24190,M,261.5186903,309,1507,36.1,1.426670043,191,0,0,0,0,0,298.4
5641,L52820,L,294.3624088,312.1,1420,51.6,9.423545779,182,0,0,0,0,0,302.6
5781,L52960,L,382.5530789,311.2,1517,42.4,8.211900191,113,,0,0,0,0,301.7
8541,L55720,L,289.203916,309.5,1687,29.3,5.983484207,47,0,0,0,0,0,298.6
1076,H30489,H,147.4681411,307.8,1345,54.5,5.817700105,172,0,0,0,0,0,296.9
2958,L50137,L,317.8308922,309.6,1498,45.8,4.77181214,47,0,0,0,0,0,300.8
6753,L53932,L,295.3604898,310.9,1706,29.5,3.910821383,193,,0,0,0,0,301.6
8658,L55837,L,309.0020001,308.4,1421,46,7.117297338,124,0,0,0,0,0,297.4
7273,L54452,L,260.3863017,310.3,1202,,9.482491817,40,0,0,0,0,0,300.2
4760,L51939,L,352.8644739,311.6,1361,46.5,6.878462498,62,0,1,0,0,0,303.5
4863,L52042,L,373.497209,312.1,1326,55.7,1.193888551,114,0,0,0,0,0,303.5
7026,H36439,H,300.1188721,310.6,1448,44.7,4.364573447,55,0,0,0,0,0,300.6
7648,L54827,L,172.566861,311.4,1728,31.7,2.15231641,133,0,0,0,0,0,300.4
7162,L54341,L,229.3558354,310.2,1440,42.9,9.857695148,191,0,0,0,0,0,300.2
74,L47253,L,150.6082624,309.1,1592,35,2.855080989,200,0,0,0,0,0,299
4902,M19761,M,323.3330214,312.3,1630,32.4,4.733050425,223,0,0,0,0,0,
4376,L51555,L,242.3428374,309.7,1414,36.3,1.040511844,209,0,0,0,0,0,302
6699,L53878,L,344.7651353,310.8,1418,44.7,1.100159713,46,0,0,0,0,0,301.6
9806,L56985,L,208.0250064,309.2,1651,28.5,9.104184266,141,0,0,0,0,0,298.4
1102,H30515,H,146.5632643,307.5,1607,,9.120836841,38,0,0,0,0,0,296.7
9538,M24397,M,111.2851935,310.6,1457,42.1,5.23798458,104,0,0,0,0,0,299.3
7656,L54835,L,119.8690882,311.5,1596,32.5,8.370063808,154,0,0,0,0,0,300.4
5236,M20095,M,173.6775892,312.9,1511,41,8.743543202,33,,0,0,0,0,303.7
5166,L52345,L,195.1110403,313.4,1421,43.4,4.711117607,56,0,0,0,0,0,304.2
119,M14978,M,109.8588,308.6,1707,28.1,6.571837904,103,0,0,0,0,0,298.8
2023,L49202,L,386.0712288,308.4,1373,46.9,1.956179626,60,0,0,0,0,0,298.7
9886,L57065,L,372.8322228,309.6,1613,27.7,4.821016572,143,0,0,0,0,0,298.8
2639,L49818,L,178.8617233,309.5,1739,27.5,9.865168098,128,0,0,0,0,0,299.8
2035,M16894,M,202.447027,308.5,1425,47.4,8.87550148,90,0,0,0,0,0,298.8
2565,L49744,L,242.3994851,309.1,1493,38,9.545309391,151,0,0,0,0,0,299.3
8666,L55845,L,118.4949376,308.7,1365,,2.559521916,143,0,0,0,0,0,297.6
3544,L50723,L,238.9984581,310.9,1449,36.5,4.237563888,33,0,0,0,0,0,301.8
1220,M16079,M,368.2975814,308.1,1357,41.8,2.643930326,127,,0,0,0,0,296.9
9715,L56894,L,200.2177891,310.1,1894,20.1,9.823266685,106,,0,0,0,0,299.1
6712,L53891,L,295.6317537,310.7,1426,46.1,9.682371253,81,0,0,0,0,0,
2904,M17763,M,112.1405159,309.5,1733,26.7,7.142421886,108,0,0,0,0,0,300.7
3027,M17886,M,179.2046318,309.5,1888,21.9,6.215841376,221,0,0,0,0,0,300.4
2511,L49690,L,199.8681489,309,1405,53.8,4.090176581,18,0,0,0,0,0,299.1
4202,L51381,L,117.7353976,311,2211,15.4,4.49504475,203,0,0,0,0,0,302.4
3208,M18067,M,293.3418315,309,1642,31.2,4.669722616,37,0,0,0,0,0,
4490,L51669,L,144.1429276,310.4,1487,40.2,3.566720231,48,0,0,0,0,0,302.5
2756,L49935,L,253.2096497,309.2,1478,38.8,8.048627378,199,0,0,0,0,0,299.7
8890,M23749,M,325.127459,308.8,2089,19.1,5.675865386,111,0,0,0,0,0,297.7
178,L47357,L,198.6762122,308.2,1988,21.4,6.920030125,41,0,0,0,0,0,298.2
1644,L48823,L,344.1296013,307.8,1453,37.7,3.416268977,119,0,0,0,0,0,298
9293,L56472,L,319.0786523,309,1643,34.1,5.091634177,91,0,0,0,0,0,298.2
3519,L50698,L,197.6307481,311,1376,44.9,9.452631011,186,0,0,0,0,0,301.9
1375,L48554,L,278.3061301,310.3,1553,36.8,6.277983433,97,0,0,0,0,0,298.8
1721,L48900,L,296.3291942,307.7,1459,44.5,2.670239075,89,0,0,0,0,0,298.2
3996,L51175,L,358.3329347,311.3,1621,31.6,2.791955956,135,0,0,0,0,0,302.3
3689,L50868,L,387.7006683,311.2,1420,45.8,1.094191754,192,0,0,0,0,0,302
2265,M17124,M,103.4003253,308.4,1415,43.5,3.097519936,53,0,0,0,0,0,
88,L47267,L,276.0353523,309,1544,31.8,1.433109293,25,0,0,0,0,0,299
2849,M17708,M,237.871271,309.3,1391,57.9,9.239156247,204,0,0,0,0,0,300.3
8688,M23547,M,120.3745884,308.5,1604,,5.328409286,200,0,0,0,0,0,297.2
404,L47583,L,353.7383044,308.6,1273,59.8,7.567242879,182,0,0,0,0,0,297.3
9901,H39314,H,313.77751,309.2,1449,42.3,1.061326315,182,0,0,0,0,0,298.7
4078,L51257,L,386.890774,310.5,1635,39.8,9.720670882,99,0,0,0,0,0,302
6836,L54015,L,103.710567,310.9,1809,,7.240459381,192,0,0,0,0,0,301
6538,M21397,M,128.2708374,310.5,1481,39.7,7.362576421,85,0,0,0,0,0,301.3
2457,L49636,L,338.145203,308.6,1555,36.6,6.677581419,104,0,0,0,0,0,299.1
2752,L49931,L,396.1900106,309.1,1417,50.1,2.901355357,187,0,0,0,0,0,299.7
2215,H31628,H,301.5801144,309.2,1355,44.8,7.975951791,127,0,0,0,0,0,299.7
1028,M15887,M,192.6559747,307.4,1335,50.5,2.657650908,48,0,0,0,0,0,296.3
9704,L56883,L,387.1801071,310,1422,,5.446321003,78,0,0,0,0,0,298.9
1422,L48601,L,139.1365818,309.8,1589,31.8,4.347874824,217,0,0,0,0,0,
2437,H31850,H,247.5915592,308.2,1662,30.4,5.859241811,55,0,0,0,0,0,299
4278,L51457,L,147.2825688,310.4,1743,28.1,3.337272669,170,0,0,0,0,0,302.2
9610,L56789,L,286.3812551,310.1,1470,,5.164836238,83,0,0,0,0,0,299
1279,L48458,L,125.9084394,309.4,1398,52.9,2.331090814,79,0,0,0,0,0,298.2
6221,L53400,L,380.9164103,310.8,1470,49.3,9.232116646,116,0,0,0,0,0,301.1
4908,M19767,M,207.2726541,312.5,1607,33.7,7.939667824,14,0,0,0,0,0,303.6
5065,L52244,L,325.3553382,313,1407,42.1,8.364751732,5,0,0,0,0,0,304
1979,L49158,L,162.8445708,307.7,1442,43.6,2.605176965,148,,0,0,0,0,298
1062,L48241,L,289.7544744,307.9,1420,50.1,6.0558529,138,0,0,0,0,0,296.7
5015,L52194,L,345.3657303,313,1452,38.6,3.176808448,72,0,0,0,0,0,303.8
4536,L51715,L,193.6192729,310.2,1503,36.2,5.434365471,166,0,0,0,0,0,302.4
6994,M21853,M,385.5379568,311,1740,25.6,2.099157662,176,0,0,0,0,0,300.7
9254,M24113,M,366.6809944,309,1508,40.5,4.711811079,192,0,0,0,0,0,298.2
1503,L48682,L,347.5890237,308.7,1462,48.2,2.412895608,204,0,0,0,0,0,298
8569,L55748,L,347.9220102,308.6,1691,29.6,4.234536443,116,0,0,0,0,0,297.9
9315,M24174,M,156.727169,309.4,1565,33.7,2.490879381,150,0,0,0,0,0,298.5
8837,L56016,L,242.4944305,308.9,1708,28.8,5.827732941,174,0,0,0,0,0,297.4
8921,L56100,L,272.2589965,308.3,1496,45.8,6.721728255,190,0,0,0,0,,297.1
4919,L52098,L,183.1620317,312.2,1457,40.7,8.403126187,48,0,0,0,0,0,303.3
679,M15538,M,285.0552714,309.2,1295,61.2,8.909291818,12,0,0,0,0,0,297.8
5077,L52256,L,237.1677173,313.2,1464,44.9,9.199898714,37,0,0,0,0,0,304.2
8065,L55244,L,216.1639454,311.8,1596,34.8,8.184042607,87,0,0,0,0,0,300.5
7569,L54748,L,311.1887021,311,1627,33.7,1.768438038,147,0,0,0,0,0,300.2
103,L47282,L,398.2894838,308.8,1555,,2.481661724,61,0,0,0,0,0,298.8
958,M15817,M,206.8549723,306.4,1387,40.1,4.055807492,81,0,0,0,0,0,295.7
8557,L55736,L,296.4490209,309,1489,40.6,3.639584744,89,0,0,0,0,0,298.2
3786,L50965,L,176.9706984,310.9,1545,36.7,3.120196741,18,0,0,0,0,0,302.3
9631,L56810,L,329.8806167,310.1,1583,35.8,8.377670368,142,0,0,0,0,0,299
7174,L54353,L,127.1287671,310.1,1684,30.8,5.704373518,13,0,0,0,0,0,300.1
4044,M18903,M,368.584493,310.8,1445,,1.328226175,17,0,0,0,0,0,302
2649,L49828,L,137.998775,309.4,1436,51.6,9.50659787,158,0,0,0,0,0,299.8
6001,H35414,H,244.4622446,310.2,1431,43.2,8.025422766,0,0,0,0,0,0,300.4
7928,L55107,L,300.6031031,311.9,1476,42,1.244018754,196,0,0,0,0,0,300.7
2827,M17686,M,390.1947545,309.4,1612,33.1,2.91757774,150,0,0,0,0,0,300.3
4095,L51274,L,161.3288146,310.5,1651,30.9,7.844932526,146,0,0,0,0,0,302
7775,L54954,L,172.6267921,311.5,1634,31.9,7.733265106,36,0,0,0,0,0,300.3
9259,H38672,H,277.6549901,309,1379,43.2,4.276194763,0,0,0,0,0,0,298.3
8114,L55293,L,379.5010117,311.7,1459,,1.216986401,3,0,0,0,0,0,300.4
4773,M19632,M,184.8265946,312,1435,37.9,5.275214743,98,0,0,0,0,0,303.6
1948,L49127,L,242.9059821,308.1,1462,49.9,5.048962881,69,0,0,0,0,0,298.2
6110,M20969,M,345.2852394,310.9,1514,38.7,8.324517616,66,0,0,0,0,0,300.8
2300,L49479,L,318.8596823,308.7,1446,62.9,7.624999253,134,0,0,1,0,0,299.4
